Date,Product ID,Product Name,Category,Demand (Units Sold),Inventory Level,Reorder Point,Lead Time (days),Supplier ID,Region,Warehouse,Stock Status,Order Quantity
2022-02-23,PRD1012,Coffee Maker,Home & Kitchen,21,17,53,7,SUP107,South America,WH-A,Low Stock,219
2022-02-23,PRD1013,Vacuum Cleaner,Home & Kitchen,66,327,126,9,SUP102,Oceania,WH-C,In Stock,0
2022-02-23,PRD1013,Vacuum Cleaner,Home & Kitchen,38,376,99,9,SUP103,Oceania,WH-C,In Stock,0
2022-02-23,PRD1014,Air Purifier,Home & Kitchen,27,79,80,4,SUP107,Oceania,WH-D,Low Stock,260
2022-02-23,PRD1014,Air Purifier,Home & Kitchen,33,264,56,4,SUP105,South America,WH-A,In Stock,0
2022-02-23,PRD1015,Yoga Mat,Sports,19,45,116,3,SUP109,Oceania,WH-C,Low Stock,228
2022-02-23,PRD1015,Yoga Mat,Sports,62,415,84,3,SUP105,Oceania,WH-D,In Stock,0
2022-02-23,PRD1017,Tennis Racket,Sports,50,243,134,11,SUP103,Oceania,WH-C,In Stock,0
2022-02-23,PRD1018,Basketball,Sports,13,269,127,5,SUP100,Asia,WH-D,In Stock,0
2022-02-23,PRD1019,Treadmill,Sports,29,143,54,7,SUP106,North America,WH-C,In Stock,0
2022-02-23,PRD1021,Perfume,Beauty,42,145,104,4,SUP105,Oceania,WH-B,In Stock,0
2022-02-24,PRD1000,Laptop,Electronics,63,218,146,3,SUP103,Oceania,WH-D,In Stock,0
2022-02-24,PRD1002,Tablet,Electronics,42,239,105,6,SUP108,South America,WH-A,In Stock,0
2022-02-24,PRD1003,Headphones,Electronics,33,329,66,11,SUP100,Asia,WH-A,In Stock,0
2022-02-24,PRD1004,Smartwatch,Electronics,81,196,103,5,SUP105,Europe,WH-B,In Stock,0
2022-02-24,PRD1008,Jacket,Clothing,28,228,75,3,SUP100,Oceania,WH-B,In Stock,0
2022-02-24,PRD1011,Microwave,Home & Kitchen,90,278,119,3,SUP100,Europe,WH-A,In Stock,0
2022-02-24,PRD1011,Microwave,Home & Kitchen,56,138,66,8,SUP101,Asia,WH-B,In Stock,0
2022-02-24,PRD1012,Coffee Maker,Home & Kitchen,86,402,78,9,SUP109,Asia,WH-A,In Stock,0
2022-02-24,PRD1014,Air Purifier,Home & Kitchen,32,5,91,4,SUP101,Asia,WH-A,Low Stock,149
2022-02-24,PRD1014,Air Purifier,Home & Kitchen,60,322,100,7,SUP102,Oceania,WH-D,In Stock,0
2022-02-24,PRD1014,Air Purifier,Home & Kitchen,25,295,140,7,SUP101,Europe,WH-C,In Stock,0
2022-02-24,PRD1015,Yoga Mat,Sports,100,439,117,9,SUP105,North America,WH-B,In Stock,0
2022-02-24,PRD1017,Tennis Racket,Sports,73,304,91,9,SUP103,Asia,WH-D,In Stock,0
2022-02-24,PRD1022,Lipstick,Beauty,89,5,137,8,SUP105,South America,WH-D,Low Stock,161
2022-02-24,PRD1022,Lipstick,Beauty,19,362,55,11,SUP108,South America,WH-A,In Stock,0
2022-02-24,PRD1023,Shampoo,Beauty,73,115,51,12,SUP103,Asia,WH-B,In Stock,0
2022-02-24,PRD1024,Sunscreen,Beauty,80,284,76,7,SUP101,South America,WH-B,In Stock,0
2022-02-24,PRD1024,Sunscreen,Beauty,108,122,52,9,SUP103,North America,WH-C,In Stock,0
2022-02-25,PRD1000,Laptop,Electronics,36,68,137,8,SUP108,North America,WH-A,Low Stock,100
2022-02-25,PRD1001,Smartphone,Electronics,49,66,118,5,SUP106,Europe,WH-A,Low Stock,288
2022-02-25,PRD1002,Tablet,Electronics,89,463,88,13,SUP109,North America,WH-D,In Stock,0
2022-02-25,PRD1003,Headphones,Electronics,93,271,133,10,SUP107,Asia,WH-A,In Stock,0
2022-02-25,PRD1003,Headphones,Electronics,24,416,135,4,SUP108,Oceania,WH-B,In Stock,0
2022-02-25,PRD1003,Headphones,Electronics,45,138,116,3,SUP109,Oceania,WH-A,In Stock,0
2022-02-25,PRD1010,Blender,Home & Kitchen,37,189,70,7,SUP102,Europe,WH-A,In Stock,0
2022-02-25,PRD1014,Air Purifier,Home & Kitchen,12,480,117,11,SUP101,Asia,WH-B,In Stock,0
2022-02-25,PRD1018,Basketball,Sports,111,452,85,4,SUP108,South America,WH-B,In Stock,0
2022-02-25,PRD1023,Shampoo,Beauty,19,120,75,8,SUP101,North America,WH-B,In Stock,0
2022-02-26,PRD1001,Smartphone,Electronics,60,274,110,10,SUP104,Europe,WH-D,In Stock,0
2022-02-26,PRD1002,Tablet,Electronics,79,365,73,6,SUP100,South America,WH-B,In Stock,0
2022-02-26,PRD1007,Sneakers,Clothing,78,121,144,9,SUP109,Europe,WH-C,Low Stock,113
2022-02-26,PRD1010,Blender,Home & Kitchen,57,297,60,9,SUP109,Europe,WH-B,In Stock,0
2022-02-26,PRD1011,Microwave,Home & Kitchen,13,394,115,3,SUP108,Europe,WH-D,In Stock,0
2022-02-26,PRD1011,Microwave,Home & Kitchen,36,123,115,5,SUP108,South America,WH-B,In Stock,0
2022-02-26,PRD1012,Coffee Maker,Home & Kitchen,102,244,116,11,SUP101,Asia,WH-C,In Stock,0
2022-02-26,PRD1013,Vacuum Cleaner,Home & Kitchen,96,65,52,7,SUP104,Europe,WH-A,In Stock,0
2022-02-26,PRD1014,Air Purifier,Home & Kitchen,73,172,88,12,SUP105,North America,WH-B,In Stock,0
2022-02-26,PRD1015,Yoga Mat,Sports,61,133,63,13,SUP105,Asia,WH-A,In Stock,0
2022-02-26,PRD1015,Yoga Mat,Sports,61,116,116,5,SUP100,Asia,WH-D,In Stock,0
2022-02-26,PRD1017,Tennis Racket,Sports,60,169,64,3,SUP106,South America,WH-B,In Stock,0
2022-02-26,PRD1017,Tennis Racket,Sports,26,194,122,8,SUP101,South America,WH-D,In Stock,0
2022-02-26,PRD1022,Lipstick,Beauty,94,225,123,12,SUP105,South America,WH-D,In Stock,0
2022-02-26,PRD1023,Shampoo,Beauty,55,76,118,8,SUP105,North America,WH-A,Low Stock,267
2022-02-26,PRD1024,Sunscreen,Beauty,53,299,111,5,SUP102,Oceania,WH-B,In Stock,0
2022-02-27,PRD1001,Smartphone,Electronics,70,26,79,6,SUP106,Europe,WH-B,Low Stock,137
2022-02-27,PRD1004,Smartwatch,Electronics,30,254,110,8,SUP103,Europe,WH-A,In Stock,0
2022-02-27,PRD1004,Smartwatch,Electronics,91,459,110,3,SUP108,Europe,WH-B,In Stock,0
2022-02-27,PRD1004,Smartwatch,Electronics,16,105,102,7,SUP101,Oceania,WH-C,In Stock,0
2022-02-27,PRD1004,Smartwatch,Electronics,13,194,127,4,SUP106,South America,WH-D,In Stock,0
2022-02-27,PRD1007,Sneakers,Clothing,43,133,138,5,SUP101,Europe,WH-B,Low Stock,137
2022-02-27,PRD1011,Microwave,Home & Kitchen,57,259,74,8,SUP102,Oceania,WH-B,In Stock,0
2022-02-27,PRD1013,Vacuum Cleaner,Home & Kitchen,50,417,84,9,SUP106,North America,WH-D,In Stock,0
2022-02-27,PRD1015,Yoga Mat,Sports,81,161,79,8,SUP103,Asia,WH-D,In Stock,0
2022-02-27,PRD1015,Yoga Mat,Sports,67,75,96,10,SUP108,South America,WH-A,Low Stock,194
2022-02-27,PRD1016,Dumbbells,Sports,78,453,127,12,SUP102,North America,WH-B,In Stock,0
2022-02-27,PRD1016,Dumbbells,Sports,61,185,73,5,SUP100,Asia,WH-B,In Stock,0
2022-02-27,PRD1018,Basketball,Sports,47,485,124,5,SUP108,Asia,WH-A,In Stock,0
2022-02-27,PRD1018,Basketball,Sports,0,41,136,11,SUP103,Oceania,WH-D,Low Stock,249
2022-02-27,PRD1019,Treadmill,Sports,41,34,124,3,SUP102,Asia,WH-A,Low Stock,177
2022-02-27,PRD1022,Lipstick,Beauty,85,18,72,9,SUP101,Asia,WH-C,Low Stock,183
2022-02-27,PRD1022,Lipstick,Beauty,126,432,52,5,SUP101,Asia,WH-B,In Stock,0
2022-02-28,PRD1000,Laptop,Electronics,68,212,100,8,SUP108,Europe,WH-C,In Stock,0
2022-02-28,PRD1003,Headphones,Electronics,0,313,137,9,SUP108,North America,WH-C,In Stock,0
2022-02-28,PRD1012,Coffee Maker,Home & Kitchen,67,109,113,6,SUP109,Oceania,WH-C,Low Stock,186
2022-02-28,PRD1013,Vacuum Cleaner,Home & Kitchen,80,330,133,10,SUP106,South America,WH-A,In Stock,0
2022-02-28,PRD1015,Yoga Mat,Sports,39,213,81,11,SUP102,Asia,WH-C,In Stock,0
2022-02-28,PRD1017,Tennis Racket,Sports,15,140,51,12,SUP108,Europe,WH-B,In Stock,0
2022-02-28,PRD1020,Moisturizer,Beauty,18,225,138,3,SUP108,North America,WH-C,In Stock,0
2022-02-28,PRD1022,Lipstick,Beauty,0,439,107,12,SUP107,Europe,WH-A,In Stock,0
2022-03-01,PRD1002,Tablet,Electronics,87,259,70,6,SUP107,North America,WH-C,In Stock,0
2022-03-01,PRD1003,Headphones,Electronics,61,392,105,11,SUP108,Europe,WH-A,In Stock,0
2022-03-01,PRD1004,Smartwatch,Electronics,17,190,117,3,SUP101,South America,WH-B,In Stock,0
2022-03-01,PRD1007,Sneakers,Clothing,32,302,80,5,SUP107,Oceania,WH-B,In Stock,0
2022-03-01,PRD1010,Blender,Home & Kitchen,80,492,129,13,SUP102,Europe,WH-A,In Stock,0
2022-03-01,PRD1012,Coffee Maker,Home & Kitchen,11,296,79,11,SUP100,North America,WH-C,In Stock,0
2022-03-01,PRD1015,Yoga Mat,Sports,87,429,89,13,SUP109,South America,WH-A,In Stock,0
2022-03-01,PRD1018,Basketball,Sports,49,428,54,7,SUP101,South America,WH-D,In Stock,0
2022-03-01,PRD1018,Basketball,Sports,52,423,94,13,SUP101,Asia,WH-A,In Stock,0
2022-03-01,PRD1018,Basketball,Sports,66,99,117,12,SUP100,Oceania,WH-D,Low Stock,299
2022-03-01,PRD1019,Treadmill,Sports,80,302,117,3,SUP100,North America,WH-B,In Stock,0
2022-03-01,PRD1024,Sunscreen,Beauty,68,72,81,7,SUP102,Asia,WH-A,Low Stock,176
2022-03-02,PRD1007,Sneakers,Clothing,6,154,65,4,SUP106,Asia,WH-D,In Stock,0
2022-03-02,PRD1007,Sneakers,Clothing,84,235,82,9,SUP102,Europe,WH-D,In Stock,0
2022-03-02,PRD1012,Coffee Maker,Home & Kitchen,67,364,84,11,SUP102,Asia,WH-A,In Stock,0
2022-03-02,PRD1020,Moisturizer,Beauty,92,185,134,12,SUP109,Oceania,WH-D,In Stock,0
2022-03-03,PRD1000,Laptop,Electronics,64,67,68,3,SUP102,South America,WH-A,Low Stock,249
2022-03-03,PRD1002,Tablet,Electronics,48,113,64,11,SUP105,Oceania,WH-D,In Stock,0
2022-03-03,PRD1003,Headphones,Electronics,83,152,88,5,SUP102,North America,WH-A,In Stock,0
2022-03-03,PRD1007,Sneakers,Clothing,64,311,113,3,SUP100,Asia,WH-D,In Stock,0
2022-03-03,PRD1011,Microwave,Home & Kitchen,0,442,57,9,SUP101,Oceania,WH-B,In Stock,0
2022-03-03,PRD1012,Coffee Maker,Home & Kitchen,90,132,116,8,SUP105,Europe,WH-A,In Stock,0
2022-03-03,PRD1013,Vacuum Cleaner,Home & Kitchen,84,221,149,10,SUP104,North America,WH-D,In Stock,0
2022-03-03,PRD1013,Vacuum Cleaner,Home & Kitchen,65,431,59,3,SUP107,Oceania,WH-C,In Stock,0
2022-03-03,PRD1015,Yoga Mat,Sports,73,26,135,5,SUP100,Europe,WH-A,Low Stock,279
2022-03-03,PRD1016,Dumbbells,Sports,56,65,109,11,SUP105,North America,WH-A,Low Stock,199
2022-03-03,PRD1016,Dumbbells,Sports,119,208,76,12,SUP107,North America,WH-A,In Stock,0
2022-03-03,PRD1018,Basketball,Sports,64,93,134,10,SUP104,Europe,WH-C,Low Stock,220
2022-03-03,PRD1019,Treadmill,Sports,55,136,144,5,SUP107,Oceania,WH-B,Low Stock,101
2022-03-03,PRD1021,Perfume,Beauty,65,115,114,11,SUP109,South America,WH-B,In Stock,0
2022-03-03,PRD1022,Lipstick,Beauty,21,329,136,9,SUP100,North America,WH-B,In Stock,0
2022-03-03,PRD1024,Sunscreen,Beauty,82,465,83,6,SUP101,Asia,WH-C,In Stock,0
2022-03-04,PRD1002,Tablet,Electronics,56,151,53,4,SUP108,South America,WH-A,In Stock,0
2022-03-04,PRD1002,Tablet,Electronics,63,245,99,12,SUP108,South America,WH-D,In Stock,0
2022-03-04,PRD1002,Tablet,Electronics,69,71,92,5,SUP102,North America,WH-B,Low Stock,290
2022-03-04,PRD1003,Headphones,Electronics,65,416,99,10,SUP107,South America,WH-B,In Stock,0
2022-03-04,PRD1003,Headphones,Electronics,40,40,77,9,SUP104,Oceania,WH-A,Low Stock,160
2022-03-04,PRD1007,Sneakers,Clothing,104,99,136,13,SUP100,Asia,WH-C,Low Stock,174
2022-03-04,PRD1008,Jacket,Clothing,3,203,55,4,SUP107,Oceania,WH-C,In Stock,0
2022-03-04,PRD1008,Jacket,Clothing,78,359,60,8,SUP101,North America,WH-C,In Stock,0
2022-03-04,PRD1012,Coffee Maker,Home & Kitchen,67,223,143,3,SUP104,South America,WH-A,In Stock,0
2022-03-04,PRD1012,Coffee Maker,Home & Kitchen,78,140,96,8,SUP101,North America,WH-A,In Stock,0
2022-03-04,PRD1014,Air Purifier,Home & Kitchen,33,237,69,10,SUP105,South America,WH-B,In Stock,0
2022-03-04,PRD1015,Yoga Mat,Sports,97,303,110,10,SUP101,Asia,WH-D,In Stock,0
2022-03-04,PRD1017,Tennis Racket,Sports,0,435,145,7,SUP108,Asia,WH-D,In Stock,0
2022-03-04,PRD1018,Basketball,Sports,61,450,131,8,SUP104,Europe,WH-B,In Stock,0
2022-03-04,PRD1019,Treadmill,Sports,70,11,73,7,SUP104,North America,WH-A,Low Stock,217
2022-03-04,PRD1022,Lipstick,Beauty,89,462,100,9,SUP107,Oceania,WH-A,In Stock,0
2022-03-04,PRD1022,Lipstick,Beauty,85,428,61,10,SUP105,Asia,WH-A,In Stock,0
2022-03-04,PRD1023,Shampoo,Beauty,54,280,75,3,SUP108,North America,WH-A,In Stock,0
2022-03-04,PRD1023,Shampoo,Beauty,55,13,77,10,SUP101,North America,WH-D,Low Stock,283
2022-03-04,PRD1023,Shampoo,Beauty,76,76,53,11,SUP107,Asia,WH-B,In Stock,0
2022-03-04,PRD1023,Shampoo,Beauty,12,424,65,8,SUP106,Asia,WH-A,In Stock,0
2022-03-04,PRD1023,Shampoo,Beauty,36,450,130,9,SUP100,South America,WH-A,In Stock,0
2022-03-04,PRD1024,Sunscreen,Beauty,55,152,79,8,SUP102,Europe,WH-D,In Stock,0
2022-03-05,PRD1005,T-Shirt,Clothing,76,493,71,8,SUP106,South America,WH-B,In Stock,0
2022-03-05,PRD1006,Jeans,Clothing,0,405,135,4,SUP100,Oceania,WH-B,In Stock,0
2022-03-05,PRD1006,Jeans,Clothing,61,472,135,6,SUP102,Asia,WH-B,In Stock,0
2022-03-05,PRD1011,Microwave,Home & Kitchen,93,103,72,9,SUP101,Europe,WH-D,In Stock,0
2022-03-05,PRD1013,Vacuum Cleaner,Home & Kitchen,35,103,100,13,SUP104,Asia,WH-C,In Stock,0
2022-03-05,PRD1015,Yoga Mat,Sports,22,144,70,5,SUP108,South America,WH-A,In Stock,0
2022-03-05,PRD1017,Tennis Racket,Sports,43,28,60,7,SUP105,Oceania,WH-B,Low Stock,146
2022-03-05,PRD1017,Tennis Racket,Sports,50,39,80,5,SUP102,Oceania,WH-B,Low Stock,155
2022-03-05,PRD1019,Treadmill,Sports,77,261,66,10,SUP105,Europe,WH-A,In Stock,0
2022-03-05,PRD1019,Treadmill,Sports,36,38,55,10,SUP106,Oceania,WH-D,Low Stock,117
2022-03-05,PRD1022,Lipstick,Beauty,47,51,68,8,SUP103,Asia,WH-D,Low Stock,176
2022-03-05,PRD1024,Sunscreen,Beauty,49,392,81,10,SUP101,South America,WH-B,In Stock,0
2022-03-06,PRD1001,Smartphone,Electronics,3,60,136,7,SUP107,South America,WH-C,Low Stock,239
2022-03-06,PRD1001,Smartphone,Electronics,96,52,68,11,SUP100,Europe,WH-C,Low Stock,273
2022-03-06,PRD1003,Headphones,Electronics,76,191,92,3,SUP108,Asia,WH-C,In Stock,0
2022-03-06,PRD1004,Smartwatch,Electronics,83,432,99,12,SUP104,Asia,WH-C,In Stock,0
2022-03-06,PRD1005,T-Shirt,Clothing,89,423,101,10,SUP104,Asia,WH-D,In Stock,0
2022-03-06,PRD1006,Jeans,Clothing,51,111,146,3,SUP103,North America,WH-D,Low Stock,157
2022-03-06,PRD1007,Sneakers,Clothing,81,372,79,3,SUP106,South America,WH-D,In Stock,0
2022-03-06,PRD1008,Jacket,Clothing,0,218,52,8,SUP107,Oceania,WH-A,In Stock,0
2022-03-06,PRD1010,Blender,Home & Kitchen,13,310,97,3,SUP106,Asia,WH-A,In Stock,0
2022-03-06,PRD1011,Microwave,Home & Kitchen,34,221,65,9,SUP101,Europe,WH-A,In Stock,0
2022-03-06,PRD1011,Microwave,Home & Kitchen,0,426,95,8,SUP105,South America,WH-A,In Stock,0
2022-03-06,PRD1013,Vacuum Cleaner,Home & Kitchen,30,366,81,10,SUP101,South America,WH-A,In Stock,0
2022-03-06,PRD1017,Tennis Racket,Sports,53,294,109,13,SUP108,South America,WH-D,In Stock,0
2022-03-06,PRD1019,Treadmill,Sports,80,238,95,10,SUP109,North America,WH-A,In Stock,0
2022-03-06,PRD1019,Treadmill,Sports,38,16,116,13,SUP105,Oceania,WH-C,Low Stock,286
2022-03-06,PRD1021,Perfume,Beauty,53,18,59,10,SUP103,Asia,WH-C,Low Stock,108
2022-03-06,PRD1024,Sunscreen,Beauty,51,135,137,13,SUP102,North America,WH-D,Low Stock,262
2022-03-07,PRD1006,Jeans,Clothing,0,471,88,12,SUP106,Oceania,WH-A,In Stock,0
2022-03-07,PRD1006,Jeans,Clothing,0,354,98,13,SUP102,South America,WH-A,In Stock,0
2022-03-07,PRD1007,Sneakers,Clothing,17,364,121,4,SUP106,South America,WH-D,In Stock,0
2022-03-07,PRD1011,Microwave,Home & Kitchen,27,278,62,3,SUP108,Europe,WH-D,In Stock,0
2022-03-07,PRD1011,Microwave,Home & Kitchen,83,187,104,9,SUP101,North America,WH-B,In Stock,0
2022-03-07,PRD1012,Coffee Maker,Home & Kitchen,8,66,111,6,SUP101,Asia,WH-D,Low Stock,217
2022-03-07,PRD1013,Vacuum Cleaner,Home & Kitchen,40,413,68,7,SUP109,Europe,WH-B,In Stock,0
2022-03-07,PRD1013,Vacuum Cleaner,Home & Kitchen,91,243,61,7,SUP104,Europe,WH-B,In Stock,0
2022-03-07,PRD1015,Yoga Mat,Sports,54,384,112,5,SUP104,South America,WH-B,In Stock,0
2022-03-07,PRD1015,Yoga Mat,Sports,17,228,66,13,SUP100,North America,WH-D,In Stock,0
2022-03-07,PRD1015,Yoga Mat,Sports,75,406,72,7,SUP106,North America,WH-B,In Stock,0
2022-03-07,PRD1016,Dumbbells,Sports,77,35,66,4,SUP100,Oceania,WH-D,Low Stock,233
2022-03-07,PRD1018,Basketball,Sports,24,343,113,13,SUP102,Europe,WH-D,In Stock,0
2022-03-07,PRD1020,Moisturizer,Beauty,27,466,87,12,SUP109,Oceania,WH-C,In Stock,0
2022-03-07,PRD1022,Lipstick,Beauty,95,289,77,3,SUP102,Europe,WH-D,In Stock,0
2022-03-07,PRD1022,Lipstick,Beauty,78,154,60,12,SUP107,Asia,WH-B,In Stock,0
2022-03-07,PRD1024,Sunscreen,Beauty,56,105,88,10,SUP108,South America,WH-A,In Stock,0
2022-03-08,PRD1003,Headphones,Electronics,57,453,130,5,SUP107,North America,WH-C,In Stock,0
2022-03-08,PRD1003,Headphones,Electronics,72,457,52,8,SUP102,Oceania,WH-D,In Stock,0
2022-03-08,PRD1006,Jeans,Clothing,79,409,109,7,SUP107,Asia,WH-A,In Stock,0
2022-03-08,PRD1007,Sneakers,Clothing,55,34,110,11,SUP102,Europe,WH-A,Low Stock,212
2022-03-08,PRD1007,Sneakers,Clothing,23,313,144,13,SUP105,Asia,WH-D,In Stock,0
2022-03-08,PRD1007,Sneakers,Clothing,67,75,73,8,SUP102,South America,WH-C,In Stock,0
2022-03-08,PRD1012,Coffee Maker,Home & Kitchen,36,21,96,3,SUP108,Asia,WH-D,Low Stock,148
2022-03-08,PRD1016,Dumbbells,Sports,19,159,59,10,SUP104,South America,WH-B,In Stock,0
2022-03-08,PRD1020,Moisturizer,Beauty,74,459,63,12,SUP106,Asia,WH-A,In Stock,0
2022-03-08,PRD1021,Perfume,Beauty,97,180,109,9,SUP106,North America,WH-B,In Stock,0
2022-03-08,PRD1022,Lipstick,Beauty,86,133,101,4,SUP109,Asia,WH-C,In Stock,0
2022-03-08,PRD1023,Shampoo,Beauty,43,183,84,8,SUP108,North America,WH-C,In Stock,0
2022-03-08,PRD1024,Sunscreen,Beauty,60,230,144,11,SUP100,Asia,WH-C,In Stock,0
2022-03-09,PRD1002,Tablet,Electronics,43,333,134,9,SUP101,South America,WH-B,In Stock,0
2022-03-09,PRD1002,Tablet,Electronics,61,137,127,3,SUP105,Oceania,WH-B,In Stock,0
2022-03-09,PRD1003,Headphones,Electronics,43,335,74,13,SUP101,Asia,WH-C,In Stock,0
2022-03-09,PRD1009,Sweater,Clothing,100,2,66,8,SUP103,Asia,WH-D,Low Stock,243
2022-03-09,PRD1009,Sweater,Clothing,30,423,52,12,SUP108,Asia,WH-D,In Stock,0
2022-03-09,PRD1010,Blender,Home & Kitchen,73,76,76,10,SUP107,Oceania,WH-C,In Stock,0
2022-03-09,PRD1010,Blender,Home & Kitchen,94,232,84,13,SUP101,North America,WH-C,In Stock,0
2022-03-09,PRD1010,Blender,Home & Kitchen,69,273,102,5,SUP103,North America,WH-A,In Stock,0
2022-03-09,PRD1012,Coffee Maker,Home & Kitchen,32,380,122,7,SUP100,Oceania,WH-A,In Stock,0
2022-03-09,PRD1016,Dumbbells,Sports,37,99,56,12,SUP109,South America,WH-C,In Stock,0
2022-03-09,PRD1019,Treadmill,Sports,56,195,87,9,SUP106,Europe,WH-D,In Stock,0
2022-03-09,PRD1022,Lipstick,Beauty,71,282,51,12,SUP108,Asia,WH-C,In Stock,0
2022-03-10,PRD1000,Laptop,Electronics,75,233,72,11,SUP104,Oceania,WH-C,In Stock,0
2022-03-10,PRD1006,Jeans,Clothing,23,438,127,7,SUP107,North America,WH-D,In Stock,0
2022-03-10,PRD1007,Sneakers,Clothing,89,132,105,10,SUP104,Oceania,WH-D,In Stock,0
2022-03-10,PRD1008,Jacket,Clothing,93,430,134,4,SUP104,Europe,WH-D,In Stock,0
2022-03-10,PRD1010,Blender,Home & Kitchen,95,105,89,6,SUP109,Europe,WH-C,In Stock,0
2022-03-10,PRD1011,Microwave,Home & Kitchen,48,380,106,7,SUP101,Asia,WH-D,In Stock,0
2022-03-10,PRD1013,Vacuum Cleaner,Home & Kitchen,83,20,74,3,SUP107,North America,WH-B,Low Stock,132
2022-03-10,PRD1022,Lipstick,Beauty,83,143,120,8,SUP108,Asia,WH-D,In Stock,0
2022-03-10,PRD1022,Lipstick,Beauty,71,146,115,4,SUP108,Europe,WH-D,In Stock,0
2022-03-10,PRD1023,Shampoo,Beauty,91,96,83,13,SUP104,North America,WH-D,In Stock,0
2022-03-11,PRD1001,Smartphone,Electronics,62,329,136,6,SUP106,Europe,WH-A,In Stock,0
2022-03-11,PRD1005,T-Shirt,Clothing,49,480,65,10,SUP104,North America,WH-B,In Stock,0
2022-03-11,PRD1011,Microwave,Home & Kitchen,76,430,66,9,SUP106,Oceania,WH-A,In Stock,0
2022-03-11,PRD1012,Coffee Maker,Home & Kitchen,106,475,146,11,SUP107,Europe,WH-B,In Stock,0
2022-03-11,PRD1015,Yoga Mat,Sports,16,107,129,8,SUP102,Europe,WH-D,Low Stock,232
2022-03-11,PRD1016,Dumbbells,Sports,56,148,141,5,SUP105,Asia,WH-D,In Stock,0
2022-03-11,PRD1021,Perfume,Beauty,12,130,106,12,SUP102,Asia,WH-A,In Stock,0
2022-03-11,PRD1022,Lipstick,Beauty,32,357,59,11,SUP109,Europe,WH-B,In Stock,0
2022-03-12,PRD1000,Laptop,Electronics,43,90,109,4,SUP101,North America,WH-D,Low Stock,203
2022-03-12,PRD1009,Sweater,Clothing,66,34,72,10,SUP103,Asia,WH-C,Low Stock,289
2022-03-12,PRD1011,Microwave,Home & Kitchen,64,357,137,12,SUP103,Oceania,WH-D,In Stock,0
2022-03-12,PRD1011,Microwave,Home & Kitchen,64,196,105,11,SUP103,Europe,WH-A,In Stock,0
2022-03-12,PRD1012,Coffee Maker,Home & Kitchen,10,415,79,3,SUP108,South America,WH-A,In Stock,0
2022-03-12,PRD1014,Air Purifier,Home & Kitchen,97,154,51,6,SUP107,North America,WH-D,In Stock,0
2022-03-12,PRD1018,Basketball,Sports,79,52,55,9,SUP101,Europe,WH-B,Low Stock,178
2022-03-12,PRD1023,Shampoo,Beauty,30,493,98,6,SUP101,Asia,WH-A,In Stock,0
2022-03-13,PRD1002,Tablet,Electronics,50,364,89,8,SUP100,Europe,WH-A,In Stock,0
2022-03-13,PRD1005,T-Shirt,Clothing,16,379,55,6,SUP102,Europe,WH-D,In Stock,0
2022-03-13,PRD1008,Jacket,Clothing,49,74,83,13,SUP101,Asia,WH-B,Low Stock,275
2022-03-13,PRD1011,Microwave,Home & Kitchen,85,106,91,5,SUP106,Asia,WH-C,In Stock,0
2022-03-13,PRD1014,Air Purifier,Home & Kitchen,7,313,144,8,SUP105,South America,WH-C,In Stock,0
2022-03-13,PRD1014,Air Purifier,Home & Kitchen,95,242,69,8,SUP102,Asia,WH-C,In Stock,0
2022-03-13,PRD1015,Yoga Mat,Sports,32,392,113,6,SUP102,North America,WH-A,In Stock,0
2022-03-13,PRD1016,Dumbbells,Sports,26,107,101,12,SUP102,Asia,WH-C,In Stock,0
2022-03-13,PRD1020,Moisturizer,Beauty,17,116,108,4,SUP103,Asia,WH-D,In Stock,0
2022-03-13,PRD1021,Perfume,Beauty,15,286,136,4,SUP108,Asia,WH-A,In Stock,0
2022-03-13,PRD1021,Perfume,Beauty,86,273,65,5,SUP105,Oceania,WH-A,In Stock,0
2022-03-13,PRD1022,Lipstick,Beauty,75,116,75,10,SUP100,North America,WH-C,In Stock,0
2022-03-13,PRD1022,Lipstick,Beauty,70,363,74,9,SUP107,Asia,WH-D,In Stock,0
2022-03-13,PRD1023,Shampoo,Beauty,61,210,149,3,SUP104,South America,WH-B,In Stock,0
2022-03-13,PRD1023,Shampoo,Beauty,28,116,51,5,SUP106,South America,WH-D,In Stock,0
2022-03-13,PRD1024,Sunscreen,Beauty,51,226,138,3,SUP106,South America,WH-D,In Stock,0
2022-03-14,PRD1000,Laptop,Electronics,75,352,148,12,SUP107,Europe,WH-B,In Stock,0
2022-03-14,PRD1002,Tablet,Electronics,41,288,93,7,SUP103,Asia,WH-B,In Stock,0
2022-03-14,PRD1008,Jacket,Clothing,83,255,124,8,SUP108,South America,WH-B,In Stock,0
2022-03-14,PRD1011,Microwave,Home & Kitchen,39,158,92,12,SUP101,Europe,WH-D,In Stock,0
2022-03-14,PRD1014,Air Purifier,Home & Kitchen,40,449,74,8,SUP100,South America,WH-C,In Stock,0
2022-03-14,PRD1014,Air Purifier,Home & Kitchen,67,2,141,7,SUP101,South America,WH-A,Low Stock,175
2022-03-14,PRD1018,Basketball,Sports,55,433,133,10,SUP106,North America,WH-A,In Stock,0
2022-03-14,PRD1018,Basketball,Sports,39,18,112,6,SUP107,Oceania,WH-B,Low Stock,244
2022-03-14,PRD1022,Lipstick,Beauty,11,479,92,11,SUP101,South America,WH-C,In Stock,0
